6;0;4;1;2;5;3;
0;6;3;2;5;4;1;
1;4;6;0;5;3;2;
4;1;0;6;3;2;5;
3;2;5;0;6;1;4;
2;5;3;1;4;6;0;
5;3;2;4;1;0;6;

6;0;1;4;2;5;3;
0;6;3;2;5;4;1;
1;4;6;0;5;3;2;
4;1;0;6;3;2;5;
3;2;5;6;0;1;4;
2;5;3;1;4;6;0;
5;3;2;4;1;0;6;

6;0;1;4;2;5;3;
0;6;3;2;5;4;1;
1;4;6;0;5;3;2;
4;1;0;6;3;2;5;
3;2;5;0;6;1;4;
2;5;3;1;4;6;0;
5;3;2;4;1;0;6;

