6;1;2;4;5;0;3;
1;6;3;5;0;4;2;
4;2;6;1;0;3;5;
3;5;0;6;1;2;4;
2;4;1;6;3;5;0;
0;3;5;4;2;6;1;
5;0;3;2;4;1;6;

