6;0;4;1;5;2;3;
0;6;3;5;2;4;1;
4;1;6;0;2;3;5;
1;4;0;6;3;5;2;
3;5;2;0;6;1;4;
2;3;5;4;1;6;0;
5;2;3;1;4;0;6;

6;0;1;4;5;2;3;
0;6;3;5;2;4;1;
4;1;6;0;2;3;5;
3;5;2;6;0;1;4;
1;4;0;6;3;5;2;
2;3;5;4;1;6;0;
5;2;3;1;4;0;6;

6;0;1;4;5;2;3;
0;6;3;5;2;4;1;
4;1;6;0;2;3;5;
1;4;0;6;3;5;2;
3;5;2;0;6;1;4;
2;3;5;4;1;6;0;
5;2;3;1;4;0;6;

