6;1;4;0;5;2;3;
4;6;1;2;3;0;5;
1;4;6;5;0;3;2;
2;3;4;6;1;5;0;
3;2;5;0;6;1;4;
0;5;2;3;4;6;1;
5;0;3;2;1;4;6;

6;1;4;0;5;2;3;
4;6;1;3;2;0;5;
1;4;6;5;0;3;2;
2;3;4;6;1;5;0;
3;2;0;5;6;1;4;
0;5;2;3;4;6;1;
5;0;3;2;1;4;6;

6;1;4;0;5;2;3;
4;6;1;2;3;0;5;
1;4;6;5;0;3;2;
2;3;4;6;1;5;0;
3;2;0;5;6;1;4;
0;5;2;3;4;6;1;
5;0;3;2;1;4;6;

