6;2;4;0;5;1;3;
2;6;3;5;1;4;0;
4;0;6;2;1;3;5;
0;4;2;6;3;5;1;
3;5;1;2;6;0;4;
1;3;5;4;0;6;2;
5;1;3;0;4;2;6;

6;2;0;4;5;1;3;
2;6;3;5;1;4;0;
4;0;6;2;1;3;5;
3;5;1;6;2;0;4;
0;4;2;6;3;5;1;
1;3;5;4;0;6;2;
5;1;3;0;4;2;6;

6;2;0;4;5;1;3;
2;6;3;5;1;4;0;
4;0;6;2;1;3;5;
0;4;2;6;3;5;1;
3;5;1;2;6;0;4;
1;3;5;4;0;6;2;
5;1;3;0;4;2;6;

