7;4;5;0;1;6;2;3;
4;7;2;3;1;6;0;5;
5;0;7;4;3;2;1;6;
1;6;7;4;5;0;3;2;
2;3;4;7;6;1;5;0;
0;5;2;3;4;7;6;1;
3;2;0;5;1;6;7;4;
6;1;3;2;0;5;4;7;

7;4;5;0;1;6;2;3;
4;7;2;3;1;6;0;5;
5;0;7;4;2;3;1;6;
1;6;7;4;5;0;3;2;
2;3;4;7;6;1;5;0;
0;5;2;3;4;7;6;1;
3;2;0;5;1;6;7;4;
6;1;3;2;0;5;4;7;

7;4;5;0;1;6;2;3;
4;7;2;3;1;6;0;5;
1;6;7;4;5;0;3;2;
5;0;4;7;2;3;1;6;
2;3;4;7;6;1;5;0;
0;5;2;3;4;7;6;1;
3;2;0;5;1;6;7;4;
6;1;3;2;0;5;4;7;

7;4;1;6;0;5;2;3;
4;7;2;3;1;6;0;5;
1;6;7;4;5;0;3;2;
2;3;4;7;6;1;5;0;
5;0;3;2;7;4;1;6;
0;5;2;3;4;7;6;1;
3;2;5;0;1;6;7;4;
6;1;3;2;5;0;4;7;

7;4;1;6;0;5;2;3;
4;7;6;1;3;2;0;5;
1;6;7;4;5;0;3;2;
2;3;4;7;6;1;5;0;
5;0;3;2;7;4;1;6;
0;5;2;3;4;7;6;1;
3;2;0;5;1;6;7;4;
6;1;3;2;0;5;4;7;

7;4;1;6;0;5;2;3;
4;7;2;3;1;6;0;5;
1;6;7;4;5;0;3;2;
2;3;4;7;6;1;5;0;
5;0;3;2;7;4;1;6;
0;5;2;3;4;7;6;1;
3;2;0;5;1;6;7;4;
6;1;3;2;0;5;4;7;

