5;0;4;1;2;3;
0;5;2;3;4;1;
1;4;5;0;3;2;
3;2;0;5;1;4;
2;3;4;1;5;0;
4;1;2;3;0;5;

5;0;1;4;2;3;
0;5;2;3;4;1;
1;4;5;0;3;2;
3;2;0;5;1;4;
2;3;4;1;5;0;
4;1;3;2;0;5;

5;0;1;4;2;3;
0;5;2;3;4;1;
1;4;5;0;3;2;
3;2;0;5;1;4;
2;3;4;1;5;0;
4;1;2;3;0;5;

5;0;1;4;2;3;
0;5;2;3;4;1;
3;2;5;0;1;4;
1;4;5;0;3;2;
2;3;4;1;5;0;
4;1;2;3;0;5;

