5;2;0;4;1;3;
2;5;3;1;4;0;
3;1;2;5;0;4;
0;4;2;5;3;1;
1;3;4;0;5;2;
4;0;3;1;2;5;

5;2;0;4;1;3;
2;5;3;1;4;0;
3;1;5;2;0;4;
0;4;2;5;3;1;
1;3;4;0;5;2;
4;0;1;3;2;5;

5;2;0;4;1;3;
2;5;3;1;4;0;
3;1;2;5;0;4;
0;4;2;5;3;1;
1;3;4;0;5;2;
4;0;1;3;2;5;

5;2;4;0;1;3;
2;5;3;1;4;0;
3;1;2;5;0;4;
0;4;2;5;3;1;
1;3;4;0;5;2;
4;0;1;3;2;5;

